1, 30.347313, 66.719040, 3, 27.890230, 59.856277
2, 60.743996, 29.640055, 22, 67.864922, 26.001417
3, 27.890230, 59.856277, 54, 28.908060, 47.743908
5, 79.616913, 43.637711, 41, 80.610420, 37.541878
6, 95.408691, 1.268230, 4, 79.956238, 15.185199
7, 44.433819, 22.902294, 93, 51.709850, 13.541400
8, 45.688282, 26.367966, 60, 55.277084, 31.130219
9, 59.981712, 51.138523, 99, 72.236946, 55.191074
10, 84.262184, 21.508490, 4, 79.956238, 15.185199
11, 3.120045, 34.610977, 32, 7.474944, 46.238537
12, 18.727015, 74.781708, 53, 23.606392, 67.399490
13, 94.359444, 41.361946, 74, 94.267929, 32.409660
14, 94.792213, 5.575256, 4, 79.956238, 15.185199
15, 45.298439, 39.002815, 61, 55.469173, 34.497688
16, 81.083252, 47.448395, 41, 80.610420, 37.541878
18, 67.271729, 30.364357, 22, 67.864922, 26.001417
19, 37.233227, 82.179016, 1, 30.347313, 66.719040
20, 40.569569, 56.567978, 54, 28.908060, 47.743908
21, 43.882393, 5.438162, 93, 51.709850, 13.541400
22, 67.864922, 26.001417, 4, 79.956238, 15.185199
23, 46.507034, 58.910355, 9, 59.981712, 51.138523
24, 95.326416, 47.973362, 74, 94.267929, 32.409660
25, 35.469799, 19.865063, 8, 45.688282, 26.367966
26, 33.902084, 23.901266, 8, 45.688282, 26.367966
28, 54.543427, 61.730991, 88, 63.402554, 62.769718
29, 74.928375, 14.412880, 4, 79.956238, 15.185199
30, 12.487720, 71.613205, 47, 17.141874, 63.055294
31, 45.323483, 40.150642, 61, 55.469173, 34.497688
32, 7.474944, 46.238537, 45, 5.681496, 63.327702
33, 66.334061, 70.728203, 51, 67.844276, 62.946312
34, 70.365166, 40.121056, 18, 67.271729, 30.364357
35, 91.895058, 1.438540, 4, 79.956238, 15.185199
36, 66.007195, 7.464044, 4, 79.956238, 15.185199
37, 69.010490, 59.106815, 99, 72.236946, 55.191074
38, 85.372360, 44.600151, 41, 80.610420, 37.541878
40, 45.847870, 9.489336, 93, 51.709850, 13.541400
41, 80.610420, 37.541878, 10, 84.262184, 21.508490
42, 82.476723, 54.599888, 16, 81.083252, 47.448395
43, 19.043610, 11.167837, 97, 5.903881, 20.007462
45, 5.681496, 63.327702, 47, 17.141874, 63.055294
47, 17.141874, 63.055294, 3, 27.890230, 59.856277
48, 62.584476, 1.422828, 36, 66.007195, 7.464044
49, 2.951521, 31.647779, 32, 7.474944, 46.238537
50, 47.233227, 11.187074, 93, 51.709850, 13.541400
51, 67.844276, 62.946312, 99, 72.236946, 55.191074
52, 11.478897, 6.070945, 97, 5.903881, 20.007462
53, 23.606392, 67.399490, 81, 25.511646, 62.745560
54, 28.908060, 47.743908, 77, 36.707325, 37.363770
55, 17.275629, 30.554581, 100, 9.511923, 40.381161
56, 32.370613, 51.633297, 54, 28.908060, 47.743908
57, 80.111008, 70.702827, 86, 84.984764, 61.503426
58, 29.963369, 81.361099, 1, 30.347313, 66.719040
59, 77.562569, 31.580833, 10, 84.262184, 21.508490
60, 55.277084, 31.130219, 2, 60.743996, 29.640055
61, 55.469173, 34.497688, 2, 60.743996, 29.640055
62, 73.064728, 66.630486, 99, 72.236946, 55.191074
67, 18.941338, 17.279039, 97, 5.903881, 20.007462
70, 13.373569, 77.020699, 45, 5.681496, 63.327702
72, 93.525978, 6.741348, 4, 79.956238, 15.185199
73, 27.323006, 64.679222, 3, 27.890230, 59.856277
74, 94.267929, 32.409660, 10, 84.262184, 21.508490
75, 63.815048, 64.034691, 37, 69.010490, 59.106815
77, 36.707325, 37.363770, 15, 45.298439, 39.002815
78, 23.620190, 76.673759, 53, 23.606392, 67.399490
79, 18.731825, 16.808666, 97, 5.903881, 20.007462
80, 54.564926, 51.972469, 9, 59.981712, 51.138523
81, 25.511646, 62.745560, 54, 28.908060, 47.743908
82, 30.582361, 71.391373, 1, 30.347313, 66.719040
83, 1.554862, 30.639610, 32, 7.474944, 46.238537
84, 58.748810, 26.368711, 22, 67.864922, 26.001417
86, 84.984764, 61.503426, 16, 81.083252, 47.448395
87, 0.794030, 9.317506, 97, 5.903881, 20.007462
88, 63.402554, 62.769718, 99, 72.236946, 55.191074
89, 35.929115, 19.202803, 7, 44.433819, 22.902294
90, 11.405962, 77.696472, 45, 5.681496, 63.327702
91, 54.081795, 86.450050, 75, 63.815048, 64.034691
92, 41.642139, 33.358162, 8, 45.688282, 26.367966
93, 51.709850, 13.541400, 36, 66.007195, 7.464044
95, 14.939591, 31.861374, 32, 7.474944, 46.238537
96, 43.467651, 25.237951, 8, 45.688282, 26.367966
97, 5.903881, 20.007462, 49, 2.951521, 31.647779
98, 38.103004, 6.900985, 50, 47.233227, 11.187074
99, 72.236946, 55.191074, 16, 81.083252, 47.448395
100, 9.511923, 40.381161, 32, 7.474944, 46.238537
