3, 47.713436, 62.750648, 32, 43.464741, 50.373646
7, 7.643946, 51.567898, 29, 12.323585, 30.488083
8, 79.141518, 54.258244, 17, 65.074898, 63.812813
10, 58.509937, 79.368607, 22, 64.650177, 72.493629
11, 18.333672, 50.186710, 45, 32.378914, 46.642494
12, 7.691894, 27.663206, 1, 16.887997, 13.065160
13, 15.366277, 11.966494, 1, 16.887997, 13.065160
17, 65.074898, 63.812813, 26, 59.207458, 56.625313
20, 37.417557, 18.245094, 85, 22.044825, 20.421692
21, 18.986248, 3.168766, 1, 16.887997, 13.065160
22, 64.650177, 72.493629, 17, 65.074898, 63.812813
23, 0.360530, 14.415881, 1, 16.887997, 13.065160
24, 28.288792, 63.592682, 45, 32.378914, 46.642494
25, 63.860058, 78.984756, 22, 64.650177, 72.493629
26, 59.207458, 56.625313, 94, 53.585167, 51.896976
27, 32.528919, 37.741390, 37, 27.393023, 22.222345
29, 12.323585, 30.488083, 1, 16.887997, 13.065160
32, 43.464741, 50.373646, 27, 32.528919, 37.741390
35, 7.623805, 16.294996, 1, 16.887997, 13.065160
37, 27.393023, 22.222345, 1, 16.887997, 13.065160
38, 13.205468, 8.360872, 1, 16.887997, 13.065160
40, 48.590492, 76.955170, 75, 49.057861, 66.120918
45, 32.378914, 46.642494, 27, 32.528919, 37.741390
47, 53.213055, 42.256809, 32, 43.464741, 50.373646
50, 66.908775, 98.126793, 25, 63.860058, 78.984756
51, 54.769569, 57.019417, 94, 53.585167, 51.896976
52, 60.905449, 34.647057, 94, 53.585167, 51.896976
54, 38.069595, 29.978470, 37, 27.393023, 22.222345
60, 37.754768, 25.007473, 37, 27.393023, 22.222345
70, 70.139526, 59.570717, 26, 59.207458, 56.625313
75, 49.057861, 66.120918, 3, 47.713436, 62.750648
76, 50.345341, 78.348480, 75, 49.057861, 66.120918
78, 38.808449, 55.442528, 45, 32.378914, 46.642494
79, 45.325928, 22.958540, 37, 27.393023, 22.222345
80, 13.285397, 0.691276, 1, 16.887997, 13.065160
81, 75.850632, 76.663940, 22, 64.650177, 72.493629
83, 64.863663, 39.310345, 94, 53.585167, 51.896976
85, 22.044825, 20.421692, 1, 16.887997, 13.065160
88, 29.201988, 0.690255, 1, 16.887997, 13.065160
89, 72.586975, 74.642319, 17, 65.074898, 63.812813
94, 53.585167, 51.896976, 32, 43.464741, 50.373646
96, 26.736208, 63.702278, 78, 38.808449, 55.442528
