1, 13.213047, 38.051628, 15, 22.301359, 45.547226
6, 3.831971, 98.785225, 72, 10.296535, 83.848824
7, 9.620593, 38.507587, 1, 13.213047, 38.051628
12, 34.003525, 85.659943, 90, 37.882687, 83.043221
15, 22.301359, 45.547226, 21, 28.604774, 51.401936
27, 11.286894, 10.276343, 98, 8.269155, 18.673815
29, 19.088596, 70.160576, 63, 16.161997, 67.634277
32, 10.344690, 38.430836, 1, 13.213047, 38.051628
37, 2.951617, 59.372463, 60, 3.994150, 58.957130
41, 7.660556, 5.621677, 27, 11.286894, 10.276343
43, 19.349499, 50.825207, 21, 28.604774, 51.401936
53, 10.220576, 68.824486, 63, 16.161997, 67.634277
60, 3.994150, 58.957130, 63, 16.161997, 67.634277
62, 11.737381, 17.009817, 98, 8.269155, 18.673815
63, 16.161997, 67.634277, 79, 20.561373, 59.515579
64, 41.975582, 56.959442, 21, 28.604774, 51.401936
67, 27.965044, 62.842190, 21, 28.604774, 51.401936
70, 16.666241, 86.493668, 72, 10.296535, 83.848824
72, 10.296535, 83.848824, 85, 13.613810, 70.607780
78, 0.260119, 28.616308, 32, 10.344690, 38.430836
79, 20.561373, 59.515579, 21, 28.604774, 51.401936
81, 7.995470, 95.955055, 72, 10.296535, 83.848824
84, 34.339066, 67.638359, 67, 27.965044, 62.842190
85, 13.613810, 70.607780, 63, 16.161997, 67.634277
89, 13.945910, 15.524132, 98, 8.269155, 18.673815
90, 37.882687, 83.043221, 84, 34.339066, 67.638359
94, 26.772470, 83.163048, 90, 37.882687, 83.043221
97, 13.663034, 35.403843, 1, 13.213047, 38.051628
98, 8.269155, 18.673815, 78, 0.260119, 28.616308
